clip,filename,pred_class,confidence,gt_class
B,frame_052.jpg,background,0.0,UsingPhone
B,frame_053.jpg,UsingPhone,0.3598315119743347,UsingPhone
B,frame_054.jpg,UsingPhone,0.622124195098877,UsingPhone
B,frame_055.jpg,UsingPhone,0.5783929824829102,UsingPhone
B,frame_056.jpg,background,0.0,UsingPhone
B,frame_057.jpg,UsingPhone,0.37907809019088745,UsingPhone
B,frame_058.jpg,UsingPhone,0.4429735541343689,UsingPhone
B,frame_059.jpg,Looking_at_the_board,0.8397706747055054,UsingPhone
C,frame_000.jpg,Looking_at_the_board,0.8572597503662109,Looking_at_the_board
C,frame_001.jpg,Looking_at_the_board,0.8521060347557068,Looking_at_the_board
C,frame_002.jpg,Looking_at_the_board,0.8563952445983887,Looking_at_the_board
C,frame_003.jpg,Looking_at_the_board,0.8610610961914062,Looking_at_the_board
C,frame_004.jpg,Looking_at_the_board,0.8534851670265198,Looking_at_the_board
C,frame_005.jpg,Looking_at_the_board,0.8737437129020691,Looking_at_the_board
C,frame_006.jpg,Looking_at_the_board,0.862187385559082,Looking_at_the_board
C,frame_007.jpg,LookingAway,0.8548920154571533,LookingAway
C,frame_008.jpg,LookingAway,0.8587596416473389,LookingAway
C,frame_009.jpg,LookingAway,0.8598514795303345,LookingAway
C,frame_010.jpg,LookingAway,0.8604080677032471,LookingAway
C,frame_011.jpg,Looking_at_the_board,0.8390984535217285,Looking_at_the_board
C,frame_012.jpg,Looking_at_the_board,0.8702390789985657,Looking_at_the_board
C,frame_013.jpg,Looking_at_the_board,0.6762470006942749,Looking_at_the_board
C,frame_014.jpg,Looking_at_the_board,0.8701705932617188,Looking_at_the_board
C,frame_015.jpg,Looking_at_the_board,0.8754789233207703,Looking_at_the_board
C,frame_016.jpg,Looking_at_the_board,0.8691501617431641,Looking_at_the_board
C,frame_017.jpg,Looking_at_the_board,0.8764678239822388,Looking_at_the_board
C,frame_018.jpg,UsingPhone,0.8079875707626343,UsingPhone
C,frame_019.jpg,UsingPhone,0.7940212488174438,UsingPhone
C,frame_020.jpg,UsingPhone,0.8603294491767883,UsingPhone
C,frame_021.jpg,UsingPhone,0.8624523282051086,UsingPhone
C,frame_022.jpg,UsingPhone,0.8670610785484314,UsingPhone
C,frame_023.jpg,UsingPhone,0.8641716241836548,UsingPhone
C,frame_024.jpg,UsingPhone,0.8574306964874268,UsingPhone
C,frame_025.jpg,Looking_at_the_board,0.7181721329689026,UsingPhone
C,frame_026.jpg,Looking_at_the_board,0.8772532343864441,UsingPhone
C,frame_027.jpg,Looking_at_the_board,0.8684579133987427,Looking_at_the_board
C,frame_028.jpg,Looking_at_the_board,0.8668978214263916,Looking_at_the_board
C,frame_029.jpg,Looking_at_the_board,0.8552982807159424,Looking_at_the_board
C,frame_030.jpg,LookingAway,0.8410043716430664,LookingAway
C,frame_031.jpg,LookingAway,0.8528832197189331,LookingAway
C,frame_032.jpg,LookingAway,0.8544602394104004,LookingAway
C,frame_033.jpg,LookingAway,0.8609442114830017,LookingAway
C,frame_034.jpg,LookingAway,0.8460182547569275,LookingAway
C,frame_035.jpg,Looking_at_the_board,0.8794287443161011,Looking_at_the_board
C,frame_036.jpg,Looking_at_the_board,0.8815912008285522,Looking_at_the_board
C,frame_037.jpg,Looking_at_the_board,0.8782352209091187,Looking_at_the_board
C,frame_038.jpg,Looking_at_the_board,0.875360369682312,Looking_at_the_board
C,frame_039.jpg,Looking_at_the_board,0.8646998405456543,Looking_at_the_board
C,frame_040.jpg,Looking_at_the_board,0.8098082542419434,Looking_at_the_board
C,frame_041.jpg,Looking_at_the_board,0.8603973984718323,Looking_at_the_board
C,frame_042.jpg,Looking_at_the_board,0.8438237309455872,Looking_at_the_board
C,frame_043.jpg,Looking_at_the_board,0.7093700170516968,Looking_at_the_board
C,frame_044.jpg,Looking_at_the_board,0.6487137079238892,Looking_at_the_board
C,frame_045.jpg,Looking_at_the_board,0.6918169856071472,Looking_at_the_board
C,frame_046.jpg,Looking_at_the_board,0.26303091645240784,Looking_at_the_board
C,frame_047.jpg,Looking_at_the_board,0.7871649861335754,Looking_at_the_board
C,frame_048.jpg,Looking_at_the_board,0.3187173306941986,Looking_at_the_board
C,frame_049.jpg,Looking_at_the_board,0.8215503096580505,Looking_at_the_board
C,frame_050.jpg,Looking_at_the_board,0.8569520711898804,Looking_at_the_board
C,frame_051.jpg,Looking_at_the_board,0.8523465991020203,Looking_at_the_board
C,frame_052.jpg,Looking_at_the_board,0.8369115591049194,Looking_at_the_board
C,frame_053.jpg,LookingAway,0.8301376104354858,LookingAway
C,frame_054.jpg,LookingAway,0.7678499817848206,LookingAway
C,frame_055.jpg,LookingAway,0.6260538101196289,LookingAway
C,frame_056.jpg,Looking_at_the_board,0.7519581317901611,LookingAway
C,frame_057.jpg,Looking_at_the_board,0.8744804859161377,Looking_at_the_board
C,frame_058.jpg,Looking_at_the_board,0.8633224368095398,Looking_at_the_board
C,frame_059.jpg,Looking_at_the_board,0.840904712677002,Looking_at_the_board
